"site","site_abbr","site_id","data_interval","timestamp","recnum","rain","snow_depth_mean","snow_depth_min","snow_depth_max","air_temp_avg","air_temp_min","air_temp_max","windspeed_avg","windspeed_max"
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-22 00:00:00",802,0,0.321,0.245,1.61,-9.49,-18.97,-2.832,1.785,6.025
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-23 00:00:00",803,0,0.334,0,0.372,-17.98,-20.96,-13.01,1.474,4.05
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-24 00:00:00",804,0,0.305,0.289,0.32,-13.11,-23.95,-4.467,1.908,5.188
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-25 00:00:00",805,2.794,0.281,0.261,0.293,-4.174,-11.66,0.877,3.398,7.163
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-26 00:00:00",806,28.7,0.231,0.208,0.266,1.675,0.115,3.139,1.455,6.05
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-27 00:00:00",807,4.064,0.206,0.172,0.239,0.128,-0.884,1.785,3.068,7.5
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-28 00:00:00",808,0.254,0.41,0.213,1.61,-0.984,-2.779,1.115,1.182,6.687
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-29 00:00:00",809,0,0.49,0,1.61,-2.053,-2.932,-0.401,1.018,2.6
"Ackerman Clearing","ackerman",1,"24 hour","2018-11-30 00:00:00",810,0,0.5,0.465,1.5,-2.257,-3.503,0.038,0.958,3.013
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-01 00:00:00",811,0,0.467,0.446,0.489,-3.223,-4.255,-1.798,0.193,1.625
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-02 00:00:00",812,2.54,0.418,0.385,0.448,-2.462,-3.778,2.395,1.73,7.363
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-03 00:00:00",813,5.334,0.385,0.357,0.412,-0.126,-2.509,1.582,2.206,7.263
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-04 00:00:00",814,21.59,0.329,0.305,0.359,-0.15,-4.475,3.305,0.951,5.15
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-05 00:00:00",815,0,0.284,0,1.61,-8.37,-11.56,-4.375,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-06 00:00:00",816,0,0.26,0,0.355,-6.505,-9.68,-4.385,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-07 00:00:00",817,0,0.374,0,0.441,-4.48,-6.855,-2.307,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-08 00:00:00",818,0,0.448,0,0.495,-10.31,-16.32,-3.748,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-09 00:00:00",819,0,0.406,0.382,0.424,-10.47,-12,-9.48,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-10 00:00:00",820,0.762,0.4,0.386,0.419,-5.952,-10.43,-1.193,0.272,4.95
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-11 00:00:00",821,0,0.382,0,1.61,-8.37,-14.14,-4.676,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-12 00:00:00",822,0,0.371,0,0.429,-10.34,-16.41,-6.145,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-13 00:00:00",823,0,0.345,0,1.61,-8.71,-13.64,-6.213,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-14 00:00:00",824,0,0.239,0,0.383,-9.48,-15.94,-5.246,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-15 00:00:00",825,1.27,0.367,0.361,0.371,-0.982,-5.256,3.221,0.897,4.7
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-16 00:00:00",826,5.588,0.334,0.316,0.368,0.594,-3.91,3.782,1.052,4.8
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-17 00:00:00",827,0,0.319,0.313,0.326,-2.381,-5.045,-0.382,2.386,6.15
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-18 00:00:00",828,0,0.329,0,0.414,-3.088,-11.14,-0.651,1.256,4.9
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-19 00:00:00",829,0,0.389,0,0.415,-12.04,-15.16,-10.49,1.693,4.638
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-20 00:00:00",830,4.064,0.348,0,0.39,-6.603,-15.54,1.63,0.454,3.15
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-21 00:00:00",831,5.588,0.364,0.347,0.372,-1.448,-8.43,6.302,2.754,6.087
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-22 00:00:00",832,24.13,0.271,0,1.61,6.232,0.234,9.9,4.683,11.63
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-23 00:00:00",833,2.286,0.201,0,0.222,-1.705,-6.85,9.39,0.388,5.55
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-24 00:00:00",834,0,0.205,0.198,0.208,-6.528,-9.55,-4.643,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-25 00:00:00",835,0,0.225,0,1.61,-4.742,-7.424,-1.826,0.199,2.638
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-26 00:00:00",836,2.286,0.24,0.232,0.267,-10.53,-15,-4.387,0.601,3.188
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-27 00:00:00",837,0,0.235,0,0.28,-8.16,-14.9,-3.597,0.829,4.5
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-28 00:00:00",838,0.254,0.253,0,0.292,-8.52,-14.5,-4.357,2.401,7.938
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-29 00:00:00",839,14.22,0.264,0.25,0.281,0.482,-5.414,6.916,2.349,8.72
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-30 00:00:00",840,0.254,0.255,0.231,0.268,-3.851,-13.43,6.906,0.594,6.225
"Ackerman Clearing","ackerman",1,"24 hour","2018-12-31 00:00:00",841,0,0.252,0.243,0.264,-8.74,-14.3,-5.105,0,0.225
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-01 00:00:00",842,0.762,0.263,0.247,0.273,-3.252,-8.02,0.049,1.92,7.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-02 00:00:00",843,8.89,0.258,0.24,0.27,-3.032,-11.92,6.782,2.147,7.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-03 00:00:00",844,0.254,0.255,0.243,0.277,-8.72,-13.87,-3.247,1.61,6.2
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-04 00:00:00",845,0,0.352,0,0.402,-5.312,-7.783,-3.542,1.386,6
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-05 00:00:00",846,6.35,0.36,0.337,0.395,-1.322,-4.578,3.186,0.913,5.587
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-06 00:00:00",847,0,0.337,0.33,0.34,-2.031,-5.68,2.876,0.741,3.363
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-07 00:00:00",848,0,0.356,0.318,0.382,-6.21,-14.47,-1.802,1.643,5.263
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-08 00:00:00",849,0,0.369,0.361,0.376,-13.44,-20.28,-8.83,2.859,9.08
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-09 00:00:00",850,0,0.412,0.356,1.61,-4.715,-10.03,-0.499,4.034,11.51
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-10 00:00:00",851,0,0.512,0.435,1.5,-2.31,-5.326,-0.249,1.077,3.763
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-11 00:00:00",852,0,0.552,0,0.678,-10.27,-16.05,-5.286,1.554,3.913
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-12 00:00:00",853,0,0.621,0,0.67,-19.54,-22.97,-14.42,0.989,3.562
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-13 00:00:00",854,0.254,0.58,0.568,0.6,-18.27,-22.74,-8.59,0.291,2.413
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-14 00:00:00",855,0,0.557,0.541,1.503,-15.93,-23.54,-4.974,0.115,1.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-15 00:00:00",856,0,0.545,0.515,1.503,-13.56,-22.3,-5.344,0.24,2.075
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-16 00:00:00",857,0,0.532,0.515,1.502,-7.973,-15.05,-4.228,0.482,3.125
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-17 00:00:00",858,0,0.535,0,1.503,-7.909,-20.62,-3.301,1.472,4.713
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-18 00:00:00",859,0,0.355,0,1.61,-15.78,-24.14,-7.8,1.355,6.362
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-19 00:00:00",860,0,0.533,0,1.502,-8.14,-11.79,-4.268,2.275,6.563
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-20 00:00:00",861,0,0.533,0,1.503,-13.41,-16.23,-9.22,2.407,7.225
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-21 00:00:00",862,0,0.833,0,0.929,-15.65,-25.44,-9.85,3.352,10.34
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-22 00:00:00",863,0,0.856,0,0.929,-25.33,-28.2,-22.83,1.9,4.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-23 00:00:00",864,0,0.878,0.864,0.893,-18.04,-28.56,-9.97,1.552,7.1
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-24 00:00:00",865,2.794,0.848,0,0.865,-5.629,-11.46,1.683,3.9,7.013
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-25 00:00:00",866,48.77,0.785,0.748,0.829,0.305,-5.711,5.183,1.594,6.05
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-26 00:00:00",867,0,0.766,0.739,0.797,-7.992,-12.66,-2.886,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-27 00:00:00",868,0,0.761,0.756,0.766,-13.24,-16.94,-8.85,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-28 00:00:00",869,0,0.808,0,1.61,-9.97,-16.68,-4.328,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-29 00:00:00",870,0,0.853,0.837,0.878,-15.16,-17.7,-10.84,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-30 00:00:00",871,0,0.875,0,0.941,-8.93,-14.87,-6.105,4.043,10.7
"Ackerman Clearing","ackerman",1,"24 hour","2019-01-31 00:00:00",872,0.254,0.843,0,0.952,-14.42,-22.04,-7.745,0.349,3.875
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-01 00:00:00",873,0,0.914,0.902,0.925,-19.6,-23.56,-15.79,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-02 00:00:00",874,0,0.894,0.885,0.905,-16.76,-21.39,-10.23,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-03 00:00:00",875,0,0.887,0,0.917,-10.72,-17.57,-5.59,0.531,5.875
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-04 00:00:00",876,0,0.903,0.889,0.912,-4.233,-8.27,1.587,1.482,4.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-05 00:00:00",877,14.48,0.837,0.8,0.89,4.699,0.987,8.06,1.234,4.287
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-06 00:00:00",878,3.81,0.758,0,0.803,2.134,-6.801,6.772,1.769,5.45
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-07 00:00:00",879,0,0.737,0.733,0.74,-4.373,-10.61,1.393,2.967,7.738
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-08 00:00:00",880,5.842,0.724,0.686,0.738,0.875,-0.472,2.441,2.509,9.21
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-09 00:00:00",881,6.096,0.67,0.649,0.697,-2.751,-11.91,3.905,3.53,10.19
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-10 00:00:00",882,0,0.657,0.65,0.667,-11.16,-13.22,-6.307,2.425,7.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-11 00:00:00",883,0,0.649,0.645,0.653,-11.91,-16.81,-5.78,0.968,4.4
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-12 00:00:00",884,0,0.644,0.64,0.648,-9.8,-14.81,-3.19,0.828,3.65
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-13 00:00:00",885,0,0.678,0.64,0.799,-12.76,-17.21,-8.23,5.234,10.64
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-14 00:00:00",886,1.27,0.886,0,0.941,-5.77,-9.31,-1.443,2.389,8.94
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-15 00:00:00",887,0,0.941,0,0.967,-8.29,-11.85,-4.858,1.885,6.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-16 00:00:00",888,0.254,0.925,0.914,0.937,-2.639,-7.287,1.151,3.647,7.625
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-17 00:00:00",889,0,0.916,0.908,0.926,-7.67,-14.61,-3.372,1.383,3.75
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-18 00:00:00",890,0,0.907,0.898,0.913,-10.42,-18.67,-1.229,1.212,5.275
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-19 00:00:00",891,0.254,0.943,0.878,0.997,-10.89,-18.22,-5.117,1.62,4.45
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-20 00:00:00",892,0,0.942,0.926,0.959,-14.73,-21.55,-7.881,1.08,4.363
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-21 00:00:00",893,0,0.921,0.916,0.927,-9.84,-15.35,-5.039,2.417,7.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-22 00:00:00",894,0,0.92,0.909,0.927,-3.041,-8.15,-0.156,2.447,8.53
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-23 00:00:00",895,0,0.917,0.907,0.924,-4.697,-5.964,-2.498,1,3.338
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-24 00:00:00",896,7.366,0.905,0.895,0.913,-2.973,-6.207,2.465,1.827,6.15
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-25 00:00:00",897,1.27,0.9,0,0.959,-1.601,-3.726,0.513,1.487,8.54
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-26 00:00:00",898,0,0.96,0.928,0.987,-7.496,-11.94,-3.273,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-27 00:00:00",899,0,0.972,0.955,1.01,-15.7,-21.7,-10.75,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-02-28 00:00:00",900,0,0.957,0.947,1.022,-18.2,-24.01,-13.67,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-01 00:00:00",901,6.35,1.001,0,1.056,-12.29,-18.98,-5.158,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-02 00:00:00",902,0.508,0.958,0.938,0.977,-7.863,-17.94,1.419,0.452,3.375
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-03 00:00:00",903,0,0.938,0.913,0.95,-3.903,-9.25,3.615,0.889,4.95
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-04 00:00:00",904,0,0.954,0,0.992,-4.925,-6.851,-1.393,0.542,2.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-05 00:00:00",905,0,0.971,0.964,0.98,-8.89,-15.42,-2.69,1.243,4.45
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-06 00:00:00",906,0,0.961,0,0.98,-13.52,-17.16,-8.35,1.188,4.713
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-07 00:00:00",907,0,0.957,0,0.981,-15.95,-21.23,-9.89,1.314,5.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-08 00:00:00",908,0,0.953,0.947,0.96,-14.86,-20.23,-7.233,1.084,4.75
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-09 00:00:00",909,3.556,0.943,0.93,0.963,-7.826,-14.93,0.67,1.279,5.437
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-10 00:00:00",910,0,0.916,0.897,0.934,-5.294,-14.15,4.711,2.158,8.19
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-11 00:00:00",911,0,0.933,0.896,0.965,-3.048,-5.856,-0.129,6.004,14.7
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-12 00:00:00",912,0,0.965,0.955,0.997,-2.244,-4.938,-0.558,2.463,8.5
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-13 00:00:00",913,3.81,1.011,0.97,1.066,-5.028,-9,-0.655,1.297,4.237
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-14 00:00:00",914,1.778,0.982,0.966,1.018,-3.725,-9.25,1.286,1.428,5.375
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-15 00:00:00",915,6.604,0.96,0.906,1.013,3.884,-2.096,11.25,4.517,9.72
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-16 00:00:00",916,6.858,0.863,0.823,0.909,4.84,0.454,12.79,2.637,9.19
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-17 00:00:00",917,0,0.834,0.814,0.861,-3.306,-7.032,0.522,2.183,7.325
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-18 00:00:00",918,1.524,0.838,0.824,0.852,-7.28,-10.29,-3.19,1.417,5.7
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-19 00:00:00",919,1.524,0.843,0.829,0.86,-6.212,-13.26,-0.118,0.83,5.463
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-20 00:00:00",920,2.032,0.816,0,1.61,-4.494,-10.6,2.153,0.696,4.012
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-21 00:00:00",921,0,0.805,0.786,0.822,-1.296,-11.68,7.6,1.548,5.275
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-22 00:00:00",922,1.016,0.789,0.779,0.815,1.278,-1.352,6.625,3.176,7.612
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-23 00:00:00",923,11.18,0.88,0,1.61,-1.027,-5.824,1.712,1.13,4.925
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-24 00:00:00",924,1.016,0.937,0,1.013,-6.85,-10.17,-1.303,1.888,4.837
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-25 00:00:00",925,11.68,0.91,0.869,0.957,0.2,-7.502,7.452,1.72,5.013
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-26 00:00:00",926,0.508,0.864,0.853,0.879,-4.605,-10.22,0.722,1.177,4.487
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-27 00:00:00",927,0,0.846,0.831,0.856,-5.999,-12.74,1.322,0.959,4.125
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-28 00:00:00",928,0,0.827,0.808,0.84,-2.001,-12.2,6.324,1.846,6.4
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-29 00:00:00",929,0,0.801,0.779,0.817,3.448,-3.593,8.22,3.292,7.563
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-30 00:00:00",930,0.762,0.769,0.755,0.784,4.026,-2.329,8.57,0.813,3.638
"Ackerman Clearing","ackerman",1,"24 hour","2019-03-31 00:00:00",931,0.508,0.736,0.687,0.763,4.271,-3.04,11.68,4.236,9.43
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-01 00:00:00",932,4.064,0.672,0,0.696,1.573,-4.758,9.03,1.976,7.712
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-02 00:00:00",933,1.016,0.671,0,0.721,-4.824,-8.79,-0.121,1.091,4.938
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-03 00:00:00",934,0,0.649,0.62,0.671,-0.454,-9.95,6.445,3.315,7.688
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-04 00:00:00",935,0.254,0.62,0.605,0.635,0.856,-3.9,8.52,3.025,8.61
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-05 00:00:00",936,0,0.598,0.584,0.615,-3.066,-6.885,1.138,2.016,5.575
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-06 00:00:00",937,0,0.597,0,1.61,-3.459,-8.96,2.209,2.641,6.6
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-07 00:00:00",938,7.366,0.624,0.6,0.667,2.048,-1.772,7.194,0.549,3.163
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-08 00:00:00",939,0,0.578,0.543,0.604,5.619,-0.05,12.64,0.969,5.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-09 00:00:00",940,11.18,0.532,0.505,1.499,4.82,1.748,8.77,3.155,7.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-10 00:00:00",941,8.64,0.497,0.464,1.499,1.861,-3.039,7.657,1.975,6.988
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-11 00:00:00",942,0,0.466,0.462,0.471,-3.179,-6.009,-1.598,1.149,3.525
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-12 00:00:00",943,0.254,0.443,0.414,0.469,-0.018,-8.3,7.13,1.067,4.7
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-13 00:00:00",944,1.778,0.384,0.317,0.419,6.388,1.132,14.43,4.528,9.09
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-14 00:00:00",945,0.254,0.276,0.202,1.61,10.3,3.824,16.33,1.711,5.6
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-15 00:00:00",946,8.13,0.198,0.171,0.217,3.143,-0.904,7.279,2.519,8.22
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-16 00:00:00",947,8.13,0.15,0,1.61,3.451,-1.841,10.28,2.325,6.575
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-17 00:00:00",948,1.524,0.114,0.068,0.154,1.635,-2.267,7.572,1.819,5.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-18 00:00:00",949,0,0.034,0,0.073,5.025,-2.323,13.02,1.41,4.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-19 00:00:00",950,0.254,0,0,0,6.935,-0.222,11.92,5.676,10.09
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-20 00:00:00",951,20.57,0,0,0,13.68,9.46,18.42,2.92,6.063
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-21 00:00:00",952,18.03,0,0,0,12.34,9.75,14.17,3.83,9.66
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-22 00:00:00",953,0,0,0,0,11.43,6.937,18.75,1.741,5.712
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-23 00:00:00",954,0,0,0,0,11.31,6.468,21.12,1.16,4
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-24 00:00:00",955,4.572,0,0,0,13.26,5.704,23.31,1.742,6.587
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-25 00:00:00",956,2.032,0,0,0,2.957,1.596,9.79,1.563,6.537
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-26 00:00:00",957,0.254,0,0,0,7.401,1.799,16.59,0.741,3.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-27 00:00:00",958,24.13,0,0,0,7.314,4.487,8.9,4.897,10.2
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-28 00:00:00",959,5.842,0,0,0,0.888,-0.681,4.497,1.831,6.862
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-29 00:00:00",960,1.778,0,0,0,1.345,-2.071,6.902,0.886,3.638
"Ackerman Clearing","ackerman",1,"24 hour","2019-04-30 00:00:00",961,0,0,0,0,2.676,-3.935,8.74,1.2,4.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-01 00:00:00",962,1.27,0,0,0,4.19,0.745,10.19,1.336,4.975
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-02 00:00:00",963,6.604,0,0,0,2.458,0.88,4.542,3.458,9.05
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-03 00:00:00",964,2.794,0,0,0,9.21,4.474,17.51,1.111,3.963
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-04 00:00:00",965,12.7,0,0,0,9.18,6.703,11.69,1.652,5.75
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-05 00:00:00",966,0.254,0,0,0,10.18,7.081,16.43,0.853,3.413
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-06 00:00:00",967,0,0,0,0,11.45,5.397,17.98,1.734,5.425
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-07 00:00:00",968,0,0,0,0,14.79,9.61,21.29,0.718,3.462
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-08 00:00:00",969,9.14,0,0,0,10.54,5.911,13.18,0.587,3.113
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-09 00:00:00",970,0,0,0,0,6.478,0.242,13.18,1.112,4.375
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-10 00:00:00",971,1.27,0,0,0,8.21,1.365,15.72,4.5,8.68
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-11 00:00:00",972,38.35,0,0,0,8.28,4.936,14.82,3.237,7.763
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-12 00:00:00",973,0.508,0,0,0,6.881,2.866,12.01,1.249,5.125
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-13 00:00:00",974,0,0,0,0,6.697,3.815,8.91,1.262,5.612
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-14 00:00:00",975,17.53,0,0,0,4.708,0.295,9.06,3.219,8
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-15 00:00:00",976,7.62,0,0,0,2.585,0.256,5.533,1.641,5.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-16 00:00:00",977,1.524,0,0,0,6.824,1.944,15.56,0.659,4.25
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-17 00:00:00",978,0.254,0,0,0,10.28,5.604,16.79,0.89,4.938
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-18 00:00:00",979,9.14,0,0,0,10.61,3.813,20.88,2.088,6.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-19 00:00:00",980,0,0,0,0,10.06,2.35,18.61,1.226,4.338
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-20 00:00:00",981,19.81,0,0,0,16.22,8.99,28.69,2.298,6.962
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-21 00:00:00",982,3.302,0,0,0,14.94,6.427,20.85,1.609,5.9
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-22 00:00:00",983,1.016,0,0,0,7.475,3.727,13.32,1.795,5.725
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-23 00:00:00",984,0,0,0,0,11.31,2.602,19.34,1.327,5.237
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-24 00:00:00",985,15.49,0,0,0,14.19,8.91,21.54,2.593,6.65
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-25 00:00:00",986,2.54,0,0,0,10.23,7.322,11.83,1.102,4.687
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-26 00:00:00",987,16.76,0,0,0,11.27,5.284,16.4,2.752,6.725
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-27 00:00:00",988,2.032,0,0,0,17.18,9.9,24.27,1.25,5.288
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-28 00:00:00",989,0,0,0,0,12.69,6.578,21.05,0.807,4.3
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-29 00:00:00",990,21.34,0,0,0,6.253,5.235,7.292,2.651,7.825
