"site","site_abbr","site_id","data_interval","timestamp","recnum","rain","snow_depth_mean","snow_depth_min","snow_depth_max","air_temp_avg","air_temp_min","air_temp_max","windspeed_avg","windspeed_max"
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-11 00:00:00",1186,0,0.058,0.039,0.12,2.49,-5.881,8.38,2.158,6.9
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-12 00:00:00",1187,0,0.049,0.025,0.067,-7.619,-10.81,-3.424,1.666,5.787
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-13 00:00:00",1188,0,0.062,0.05,0.072,-8.66,-12.22,-4.449,2.077,6.625
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-14 00:00:00",1189,0,0.061,0.035,0.068,-3.794,-8.93,1.123,3.674,6.087
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-15 00:00:00",1190,0,0.032,0,0.065,3.366,-1.002,5.878,2.862,6.438
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-16 00:00:00",1191,0,0.052,0.003,1.61,-4.123,-11.53,-0.963,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-17 00:00:00",1192,0,0.055,0.048,0.063,-9.11,-12.66,-3.394,0.002,2.275
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-18 00:00:00",1193,0,0.078,0,0.106,-7.446,-11.12,-4.965,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-19 00:00:00",1194,0,0.112,0,0.176,-9.41,-19.7,-3.365,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-20 00:00:00",1195,0,0.145,0.136,0.157,-20.3,-24.98,-14.31,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-21 00:00:00",1196,0,0.13,0.124,0.138,-16.62,-22.53,-8.67,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-22 00:00:00",1197,0,0.123,0.118,0.129,-11.31,-18.56,-3.483,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-23 00:00:00",1198,0,0.115,0.104,0.123,-3.466,-12.88,4.425,0.525,3.438
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-24 00:00:00",1199,0,0.097,0.078,0.115,3.129,-0.291,9.13,1.332,5.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-25 00:00:00",1200,0,0.081,0.075,0.083,-3.003,-6.478,0.621,1.177,4.35
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-26 00:00:00",1201,0,0.08,0.077,0.084,-2.677,-6.826,2.049,2.359,5.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-27 00:00:00",1202,0,0.08,0.078,0.081,-0.844,-3.088,1.77,4.115,7.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-28 00:00:00",1203,0,0.069,0.046,0.083,2.072,-0.778,5.982,2.538,7.175
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-29 00:00:00",1204,0,0.058,0.044,0.064,-1.104,-2.244,0.269,1.08,3.738
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-30 00:00:00",1205,0,0.06,0.057,0.062,-2.073,-5.563,0.822,2.022,5.15
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-31 00:00:00",1206,0,0.072,0.055,0.113,-1.851,-3.424,-0.447,0.563,4.075
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-01 00:00:00",1207,0,0.139,0.083,1.61,-2.257,-4.169,-0.253,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-03 00:00:00",1208,0,0.177,0.163,0.201,0.518,-2.94,2.665,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-06 00:00:00",1209,0,0.217,0,0.249,-8.21,-10.45,-6.488,0.155,2.013
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-08 00:00:00",1210,0,0.282,0.274,0.29,-4.246,-5.483,-1.909,1.292,4.287
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-09 00:00:00",1211,0,0.304,0,1.61,-6.926,-15,-2.036,1.57,5.05
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-10 00:00:00",1212,0,0.314,0.301,0.331,-13.61,-21.41,-7.377,2.545,8.49
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-11 00:00:00",1213,0,0.29,0.275,0.308,-3.287,-10.37,1.763,2.153,7.875
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-12 00:00:00",1214,0,0.206,0.1,1.61,7.825,0.261,14.5,3.347,9.35
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-13 00:00:00",1215,0,0.106,0,1.61,0.734,-7.751,12.4,2.585,7.738
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-14 00:00:00",1216,0,0.072,0.069,0.083,-3.59,-7.275,-0.097,2.266,6.725
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-15 00:00:00",1217,0,0.076,0.069,0.098,-1.386,-3.167,0.814,2.259,8.11
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-16 00:00:00",1218,0,0.088,0,1.61,-1.019,-2.833,1.23,1.055,4.687
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-17 00:00:00",1219,0,0.222,0,1.61,-5.436,-14.96,-1.875,1.637,4.5
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-18 00:00:00",1220,0,0.243,0.215,0.28,-19,-22.54,-14.06,1.468,4.2
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-19 00:00:00",1221,0,0.226,0,0.321,-15.67,-22.26,-9.98,3.463,9.49
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-20 00:00:00",1222,0,0.328,0.308,0.347,-8.94,-14.75,-2.956,1.598,6.112
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-21 00:00:00",1223,0,0.32,0.307,0.341,-14.8,-18.37,-8.42,1.348,3.837
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-22 00:00:00",1224,0,0.3,0.292,0.309,-13.23,-20.96,-6.297,0.436,2.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-23 00:00:00",1225,0,0.285,0.268,0.307,-4.867,-8.83,-0.244,0.562,3.175
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-24 00:00:00",1226,0,0.273,0.267,0.279,-3.123,-11,5.368,0.199,1.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-25 00:00:00",1227,0,0.254,0.234,0.273,-0.563,-7.403,5.891,3.049,7.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-26 00:00:00",1228,0,0.255,0.228,0.35,-0.604,-2.453,0.62,4.083,8.33
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-27 00:00:00",1229,0,0.337,0.294,1.61,-0.729,-1.45,0.996,0.626,4.3
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-28 00:00:00",1230,0,0.335,0.288,0.357,-1.921,-3.771,-0.146,0.886,2.563
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-29 00:00:00",1231,0,0.343,0.332,0.348,-5.001,-8.11,-2.438,1.052,3.462
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-30 00:00:00",1232,0,0.34,0.332,0.349,-8.97,-14.79,-3.388,1.162,3.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-01-31 00:00:00",1233,0,0.332,0.319,0.338,-10.06,-19.67,-1.421,1.06,3.837
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-01 00:00:00",1234,0,0.331,0.323,0.335,-6.57,-13.73,0.045,0.803,3.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-02 00:00:00",1235,0,0.327,0.321,0.333,-3.976,-5.77,-1.303,0.327,2.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-03 00:00:00",1236,0,0.331,0.313,0.356,-4.908,-7.668,-2.664,0.235,1.875
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-04 00:00:00",1237,0,0.338,0.325,0.352,-2.171,-3.707,-0.253,0.863,4.638
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-05 00:00:00",1238,0,0.333,0.324,0.341,-1.695,-5.626,2.173,1.546,5.062
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-06 00:00:00",1239,0,0.332,0.323,0.336,-6.158,-9.14,-1.944,1.264,4.987
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-07 00:00:00",1240,0,0.403,0,0.438,-4.422,-8.25,-1.088,3.164,7.125
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-08 00:00:00",1241,0,0.542,0,1.61,-6.232,-13.73,-0.554,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-09 00:00:00",1242,0,0.638,0.621,0.659,-15.84,-20.66,-8.36,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-10 00:00:00",1243,0,0.612,0.6,0.624,-13.64,-25.32,-5.594,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-11 00:00:00",1244,0,0.641,0,1.61,-2.104,-5.766,0.726,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-12 00:00:00",1245,0,0.619,0.602,0.626,-3.138,-5.286,-0.186,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-13 00:00:00",1246,0,0.612,0.595,0.641,-3.526,-5.585,0.914,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-14 00:00:00",1247,0,0.608,0.591,0.625,-4.452,-14.18,-1.293,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-15 00:00:00",1248,0,0.609,0.583,0.639,-18.76,-23.33,-13.13,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-16 00:00:00",1249,0,0.601,0.593,0.62,-15.01,-25.35,-6.118,1.619,7.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-17 00:00:00",1250,0,0.59,0.562,0.601,-3.938,-9.49,-1.255,1.098,4.5
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-18 00:00:00",1251,0,0.585,0.556,0.607,-7.196,-12.71,-2.134,1.051,3.35
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-19 00:00:00",1252,0,0.629,0,1.61,-5.543,-13.9,0.959,4.363,10.96
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-20 00:00:00",1253,0,0.634,0.626,0.643,-5.856,-15.2,-1.333,2.465,7.437
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-21 00:00:00",1254,0,0.625,0.618,0.638,-13.36,-17.76,-7.133,1.013,4.813
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-22 00:00:00",1255,0,0.619,0.613,0.625,-10.49,-19.17,-2.945,1.295,5.013
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-23 00:00:00",1256,0,0.616,0.612,0.621,-4.754,-9.07,-2.277,1.493,4.8
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-24 00:00:00",1257,0,0.598,0.576,0.617,0.151,-4.942,7.226,1.344,4.338
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-25 00:00:00",1258,0,0.55,0.511,0.582,3.823,-4.234,11.29,1.084,4.738
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-26 00:00:00",1259,0,0.513,0.49,1.499,2.236,0.475,4.509,0.748,2.712
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-27 00:00:00",1260,0,0.486,0.48,0.492,0.203,-0.496,0.793,2.818,7.712
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-28 00:00:00",1261,0,0.563,0.469,1.61,-3.882,-9.74,1.275,1.31,9.87
"Ackerman Clearing","ackerman",1,"24 hour","2020-02-29 00:00:00",1262,0,0.628,0,0.66,-8.58,-9.88,-4.697,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-01 00:00:00",1263,0,0.581,0,1.61,-11.74,-14.07,-8.25,0.412,2.712
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-02 00:00:00",1264,0,0.582,0.546,0.634,-9.97,-15.98,-2.783,0.727,3.288
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-03 00:00:00",1265,0,0.569,0.555,0.581,-2.147,-10.43,4.412,3.03,7.35
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-04 00:00:00",1266,0,0.54,0.504,0.565,4.329,0.812,7.89,2.092,7.287
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-05 00:00:00",1267,0,0.537,0.473,1.61,-0.741,-2.738,0.851,2.28,5.625
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-06 00:00:00",1268,0,0.533,0,1.61,-1.383,-3.493,3.838,1.112,4.175
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-07 00:00:00",1269,0,0.513,0.493,1.5,-0.897,-5.055,4.932,2.457,5.812
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-08 00:00:00",1270,0,0.49,0.482,0.499,-5.545,-10.85,1.106,1.563,4.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-09 00:00:00",1271,0,0.466,0.442,0.488,1.123,-7.903,8.22,1.101,3.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-10 00:00:00",1272,0,0.411,0.357,0.451,9.98,6.041,15.58,1.631,5.437
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-11 00:00:00",1273,0,0.334,0.295,0.373,6.69,-2.115,10.44,1.811,6.763
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-12 00:00:00",1274,0,0.305,0.302,0.309,-3.312,-6.806,-0.282,1.446,3.538
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-13 00:00:00",1275,0,0.293,0.271,0.304,1.087,-4.104,6.8,3.742,8.72
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-14 00:00:00",1276,0,0.266,0.258,0.283,1.79,-0.826,5.836,5.032,10.74
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-15 00:00:00",1277,0,0.251,0.239,0.259,-0.301,-2.218,3.903,2.061,6.375
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-16 00:00:00",1278,0,0.235,0.228,0.244,-4.6,-10.31,0.215,1.216,4.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-17 00:00:00",1279,0,0.223,0.2,0.233,-4.39,-12.87,2.478,3.175,8.6
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-18 00:00:00",1280,0,0.219,0.202,0.24,-0.52,-3.049,2.556,2.855,6.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-19 00:00:00",1281,0,0.202,0.18,0.224,0.363,-6.756,6.935,1.545,5.663
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-20 00:00:00",1282,0,0.174,0.157,0.185,2.26,-0.389,4.461,3.679,7.188
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-21 00:00:00",1283,0,0.11,0.05,0.163,5.69,-2.284,15.52,3.524,9.23
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-22 00:00:00",1284,0,0.053,0.044,0.072,-5.47,-10.96,-0.729,1.638,4.45
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-23 00:00:00",1285,0,0.045,0.028,0.059,-6.083,-12.61,0.932,2.138,6.375
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-24 00:00:00",1286,0,0.098,0,1.61,-4.16,-5.974,-3.315,4.903,9.9
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-25 00:00:00",1287,0,0.18,0.147,1.61,-1.925,-4.673,0.454,0.537,2.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-26 00:00:00",1288,0,0.137,0.112,0.16,-1.056,-7.092,4.07,3.229,7.325
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-27 00:00:00",1289,0,0.081,0.023,0.117,3.92,-4.593,12.24,2.315,6.687
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-28 00:00:00",1290,0.254,0.036,0,1.61,1.912,-1.474,8.64,1.248,3.638
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-29 00:00:00",1291,0,0.026,0.007,0.04,1.742,-5.867,7.056,2.734,6.763
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-30 00:00:00",1292,19.56,0.009,0.007,0.013,3.564,1.731,4.765,5.727,11.66
"Ackerman Clearing","ackerman",1,"24 hour","2020-03-31 00:00:00",1293,9.14,0.01,0.005,0.013,2.846,1.229,4.726,2.383,5.8
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-01 00:00:00",1294,1.016,0.009,0.006,0.019,1.664,-2.174,6.863,0.975,3.575
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-02 00:00:00",1295,0,0.009,0.002,0.024,1.254,-4.819,9.1,0.876,4.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-03 00:00:00",1296,2.286,0.01,0.006,0.023,1.401,-1.27,8.08,1.644,4.8
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-04 00:00:00",1297,3.81,0.01,0.008,0.016,3.789,-0.097,8.15,0.946,2.913
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-05 00:00:00",1298,0,0.01,0.004,0.017,6.874,2.659,11.14,0.476,2.55
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-06 00:00:00",1299,0.254,0.01,0.007,0.013,5.982,0.841,8.42,0.535,2.875
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-07 00:00:00",1300,0,0.009,0.001,0.027,4.09,-2.635,11.79,1.188,4.65
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-08 00:00:00",1301,0,0.009,0.001,0.026,5.505,-0.957,12.59,0.789,5.388
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-09 00:00:00",1302,0,0.009,0.002,0.022,5.833,2.07,12.06,0.842,3.25
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-10 00:00:00",1303,8.89,0.009,0.005,0.015,2.069,-1.113,5.582,2.274,6.788
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-11 00:00:00",1304,3.048,0.011,0.004,0.023,-0.623,-2.139,2.756,2.086,4.962
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-12 00:00:00",1305,0.254,0.009,0.002,0.024,-0.55,-4.065,5.268,1.974,6.238
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-13 00:00:00",1306,0,0.009,0.003,0.021,4.673,-3.548,10.17,2.88,6.288
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-14 00:00:00",1307,21.84,0.011,0.006,0.017,8.58,1.103,14.13,5.226,11.08
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-15 00:00:00",1308,0,0.009,0.004,0.02,0.877,-1.582,5.423,1.727,7.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-16 00:00:00",1309,0.508,0.012,0.003,0.025,-1.578,-4.514,3.079,1.596,5.175
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-17 00:00:00",1310,0.508,0.011,0.005,0.025,-2.655,-5.2,1.967,1.52,6.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-18 00:00:00",1311,0,0.009,0.004,0.026,-1.03,-5.167,3.857,1.496,5.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-19 00:00:00",1312,0,0.009,0.003,0.028,1.235,-2.736,7.554,0.997,3.863
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-20 00:00:00",1313,1.016,0.009,0,0.02,4.059,-1.064,12.22,1.654,5.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-21 00:00:00",1314,0,0.009,0.002,0.027,1.471,-5.464,9.53,1.152,4.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-22 00:00:00",1315,1.524,0.009,0.005,0.021,-0.475,-4.824,5.575,3.063,8.02
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-23 00:00:00",1316,0.762,0.017,0.004,0.039,-3.904,-7.554,0.377,2.537,7.4
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-24 00:00:00",1317,0.254,0.009,0,0.027,0.401,-8.44,8.96,1.146,4.413
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-25 00:00:00",1318,0,0.01,0.004,0.022,5.922,0.29,13.67,1.79,5.263
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-26 00:00:00",1319,0,0.009,0.001,0.023,8.45,2.456,16.1,0.965,3.488
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-27 00:00:00",1320,7.874,0.01,0.004,0.018,5.109,1.848,10.66,1.493,6.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-28 00:00:00",1321,2.032,0.01,0.008,0.014,1.344,-0.437,3.06,1.004,3.562
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-29 00:00:00",1322,0.254,0.01,0.003,0.025,4.848,-1.177,12.86,0.94,4.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-04-30 00:00:00",1323,0,0.01,0.005,0.022,7.768,-0.636,13.42,5.389,11.58
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-01 00:00:00",1324,4.064,0.01,0.009,0.013,6.963,4.813,9.5,7.403,13.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-02 00:00:00",1325,6.096,0.011,0.005,0.021,9.34,2.041,15.48,1.987,11.19
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-03 00:00:00",1326,0,0.01,0.002,0.025,9.48,0.184,18.71,1.166,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-04 00:00:00",1327,0.508,0.01,0.004,0.023,13.32,6.425,21.22,2.368,8.93
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-05 00:00:00",1328,0,0.01,0.005,0.016,3.691,-0.525,6.905,1.281,3.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-06 00:00:00",1329,0,0.01,0.002,0.028,2.792,-2.587,10.32,1.401,4.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-07 00:00:00",1330,0,0.009,0.003,0.022,5.15,-2.429,12.26,0.683,3.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-08 00:00:00",1331,1.778,0.01,0.003,0.027,5.494,-0.695,14.86,1.346,6.663
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-09 00:00:00",1332,1.016,0.014,0.005,0.072,1.193,-3.122,6.954,1.5,6.563
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-10 00:00:00",1333,6.35,0.039,0.005,1.61,-2.865,-6.101,0.978,1.876,5.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-11 00:00:00",1334,0.762,0.01,0.005,0.021,1.44,-2.409,8.03,1.876,6.075
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-12 00:00:00",1335,2.794,0.011,0.006,0.019,2.45,-0.298,8.88,0.931,4.338
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-13 00:00:00",1336,0.762,0.011,0.005,0.024,0.74,-2.862,6.69,1.056,5.037
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-14 00:00:00",1337,1.27,0.01,0.003,0.026,3.249,-4.489,11.28,1.265,4.775
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-15 00:00:00",1338,0,0.009,0.002,0.027,9.89,0.16,19.52,1.135,5.4
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-16 00:00:00",1339,27.18,0.012,0.008,0.016,11.9,8.59,18.07,1.346,4.625
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-17 00:00:00",1340,0.508,0.011,0.007,0.022,8.85,5.846,13.81,0.711,3.013
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-18 00:00:00",1341,0.762,0.011,0.006,0.021,12.32,5.524,19.57,1.413,6.05
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-19 00:00:00",1342,3.302,0.011,0.004,0.022,11.78,7.013,19.07,1.296,5.475
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-20 00:00:00",1343,0,0.009,0.003,0.025,12.44,4.199,19.84,2.26,6.75
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-21 00:00:00",1344,0,0.009,0.002,0.025,14.04,3.654,22.33,1.852,6.362
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-22 00:00:00",1345,0,0.008,0,0.024,16.52,5.027,26.09,0.877,4.5
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-23 00:00:00",1346,0,0.009,0.001,0.02,18.91,10.85,27.76,0.989,3.925
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-24 00:00:00",1347,0,0.009,0.004,0.022,19.16,11.59,28.39,1.955,5.8
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-25 00:00:00",1348,0,0.009,0.003,0.021,16.87,9.13,25.29,3.348,5.725
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-26 00:00:00",1349,0.254,0.011,0,0.023,17.02,10.97,24.43,2.401,6.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-27 00:00:00",1350,0,0.011,0.005,0.022,22.11,12.9,32.53,1.356,5.775
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-28 00:00:00",1351,0,0.012,0.005,0.024,23.51,14.99,32.07,2.018,5.688
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-29 00:00:00",1352,0,0.013,0,0.026,20.19,17.23,25.51,2.688,6.938
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-30 00:00:00",1353,8.38,0.013,0,0.032,19.78,15.53,26.35,1.549,5.8
"Ackerman Clearing","ackerman",1,"24 hour","2020-05-31 00:00:00",1354,6.858,0.013,0,0.029,12.77,5.867,19.88,1.276,4.638
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-01 00:00:00",1355,2.032,0.014,0,0.059,4.977,0.968,9.54,1.094,4.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-02 00:00:00",1356,0.762,0.014,0,0.032,6.471,-0.156,13.99,0.482,3.6
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-03 00:00:00",1357,1.27,0.014,0,0.028,10.07,3.888,17.31,0.598,4.3
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-04 00:00:00",1358,0.254,0.021,0,0.038,13.24,9.65,18.21,0.511,3.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-05 00:00:00",1359,0.508,0.02,0,0.043,18.52,11.95,25.55,0.934,5.412
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-06 00:00:00",1360,0,0.02,0,0.154,20.52,13.85,28.32,0.625,3.688
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-07 00:00:00",1361,9.91,0.021,0,0.105,15.82,9.83,23.87,0.844,5.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-08 00:00:00",1362,0,0.021,0,0.093,11.75,7.683,17.04,0.841,3.05
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-09 00:00:00",1363,0,0.018,0,0.195,12.98,5.407,21,0.821,3.875
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-10 00:00:00",1364,0,0.018,0,0.045,15.79,11.47,24,0.655,3.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-11 00:00:00",1365,0,0.019,0,0.05,17.77,11.48,24.05,4.225,9.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-12 00:00:00",1366,21.34,0.04,0,1.61,18.24,12.28,23,1.992,6.737
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-13 00:00:00",1367,0,0.042,0,0.202,13.61,6.375,19.95,1.32,6.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-14 00:00:00",1368,0,0.046,0,1.61,6.346,2.669,10.95,0.794,3.438
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-15 00:00:00",1369,0,0.038,0,0.154,9.29,4.117,13.79,0.445,2.688
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-16 00:00:00",1370,0,0.024,0,1.61,13.08,5.456,21.73,0.526,2.663
